typeId	buyWeightedAverage	buyMax	buyMin	buyStddev	buyMedian	buyVolume	buyOrderCount	buyPercentile	sellWeightedAverage	sellMax	sellMin	sellStddev	sellMedian	sellVolume	sellOrderCount	sellPercentile
625	8217579.374	8,430,973.21 ISK	74,616.08 ISK	3,361,592.03 ISK	8,179,196.43 ISK	175	15	8,430,973.21 ISK	13,483,839.29 ISK	22,716,160.71 ISK	10,119,642.86 ISK	6,110,922.73 ISK	10,625,089.29 ISK	112	10	10,176,517.86 ISK
626	10615956.18	11,330,000.00 ISK	0.01 ISK	3,823,049.55 ISK	10,780,000.00 ISK	259	24	11,330,000.00 ISK	13,727,374.78 ISK	50,000,000.00 ISK	12,510,000.00 ISK	10,816,829.78 ISK	13,620,000.00 ISK	579	13	12,510,000.00 ISK
627	9027343.066	10,760,000.00 ISK	0.01 ISK	4,981,736.39 ISK	9,999,000.00 ISK	320	17	10,760,000.00 ISK	33,688,277.57 ISK	1,100,000,000.00 ISK	12,290,000.00 ISK	249,500,680.56 ISK	13,180,000.00 ISK	807	20	12,447,794.30 ISK
628	8003473.684	8,010,000.00 ISK	0.01 ISK	3,901,212.65 ISK	7,994,000.00 ISK	60	8	8,010,000.00 ISK	10,256,013.68 ISK	19,630,000.00 ISK	9,364,000.00 ISK	3,335,206.95 ISK	11,130,000.00 ISK	658	15	9,379,541.03 ISK
629	7952347.243	10,670,207.87 ISK	11,761.87 ISK	3,801,219.70 ISK	10,121,317.86 ISK	451	28	10,661,633.66 ISK	12,958,335.02 ISK	24,678,768.92 ISK	12,373,652.88 ISK	4,601,883.47 ISK	12,932,522.70 ISK	991	20	12,425,257.32 ISK
630	9015254.545	9,154,000.00 ISK	0.01 ISK	3,388,811.82 ISK	9,080,000.00 ISK	128	20	9,154,000.00 ISK	12,713,275.73 ISK	27,890,000.00 ISK	12,480,000.00 ISK	6,884,862.38 ISK	12,500,000.00 ISK	1273	5	12,484,815.40 ISK
631	6551765.385	7,340,000.00 ISK	0.01 ISK	2,981,246.59 ISK	7,278,000.00 ISK	397	27	7,336,307.69 ISK	10,703,451.61 ISK	338,000,000.00 ISK	9,230,000.00 ISK	59,784,471.32 ISK	9,700,000.00 ISK	775	30	9,244,683.87 ISK
632	7396628.319	8,165,000.00 ISK	0.01 ISK	2,472,405.59 ISK	6,886,000.00 ISK	187	27	8,164,530.97 ISK	9,842,316.73 ISK	23,920,000.00 ISK	9,189,000.00 ISK	5,049,663.62 ISK	9,416,000.00 ISK	1004	28	9,203,314.74 ISK
633	6519464.286	7,519,000.00 ISK	0.01 ISK	2,922,592.59 ISK	5,334,500.00 ISK	105	18	7,483,190.48 ISK	10,285,332.28 ISK	24,890,000.00 ISK	9,379,000.00 ISK	5,100,396.61 ISK	9,561,000.00 ISK	316	9	9,380,113.92 ISK
634	7867750	8,238,000.00 ISK	0.01 ISK	3,883,666.76 ISK	8,200,000.00 ISK	59	11	8,238,000.00 ISK	11,507,198.73 ISK	338,000,000.00 ISK	9,380,000.00 ISK	78,973,641.22 ISK	10,970,000.00 ISK	473	17	9,380,704.02 ISK
635	11504966.67	101,277,500.00 ISK	1,277,534.50 ISK	36,177,224.18 ISK	2,557,500.00 ISK	17	8	101,277,500.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
638	142769230.8	152,800,000.00 ISK	0.01 ISK	62,441,155.60 ISK	147,050,000.00 ISK	37	20	152,800,000.00 ISK	179,828,037.38 ISK	270,400,000.00 ISK	165,400,000.00 ISK	21,384,099.38 ISK	168,700,000.00 ISK	107	36	165,582,242.99 ISK
639	148124590.2	155,600,000.00 ISK	0.01 ISK	58,552,610.88 ISK	150,050,000.00 ISK	91	22	155,393,442.62 ISK	184,401,538.46 ISK	199,900,000.00 ISK	169,000,000.00 ISK	12,322,108.54 ISK	178,000,000.00 ISK	65	13	169,000,000.00 ISK
640	114205263.2	117,100,000.00 ISK	0.01 ISK	46,145,731.52 ISK	115,000,000.00 ISK	37	18	117,100,000.00 ISK	167,992,857.14 ISK	219,900,000.00 ISK	138,000,000.00 ISK	27,264,306.99 ISK	147,900,000.00 ISK	28	13	138,000,000.00 ISK
641	142317931	151,700,000.00 ISK	0.01 ISK	52,335,592.59 ISK	142,100,000.00 ISK	50	24	151,700,000.00 ISK	174,511,637.93 ISK	267,200,000.00 ISK	165,200,000.00 ISK	22,534,935.44 ISK	176,950,000.00 ISK	232	34	165,336,206.90 ISK
642	126750000	148,300,000.00 ISK	0.01 ISK	64,313,390.42 ISK	131,400,000.00 ISK	20	12	148,300,000.00 ISK	178,155,434.78 ISK	257,100,000.00 ISK	167,500,000.00 ISK	18,811,162.01 ISK	179,950,000.00 ISK	92	30	167,691,304.35 ISK
643	111596153.8	150,100,000.00 ISK	0.01 ISK	55,948,345.99 ISK	105,500,000.00 ISK	39	20	150,076,923.08 ISK	191,809,090.91 ISK	265,100,000.00 ISK	169,700,000.00 ISK	26,587,934.64 ISK	180,450,000.00 ISK	55	22	169,818,181.82 ISK
644	141014100	165,100,000.00 ISK	0.01 ISK	72,754,878.61 ISK	123,600,000.00 ISK	32	18	165,100,000.00 ISK	197,398,863.64 ISK	243,700,000.00 ISK	183,100,000.00 ISK	16,316,737.81 ISK	186,100,000.00 ISK	88	35	183,172,727.27 ISK
645	142687500	148,500,000.00 ISK	0.01 ISK	52,714,402.17 ISK	146,550,000.00 ISK	49	22	148,500,000.00 ISK	171,897,037.04 ISK	200,000,000.00 ISK	163,500,000.00 ISK	13,529,026.99 ISK	166,000,000.00 ISK	135	21	163,500,000.00 ISK
648	1034740.273	1,303,000.00 ISK	0.01 ISK	295,958.55 ISK	976,200.00 ISK	985	29	1,301,605.68 ISK	1,909,598.62 ISK	196,000,000.00 ISK	1,584,000.00 ISK	41,390,614.46 ISK	1,758,500.00 ISK	289	22	1,650,086.51 ISK
649	1610705.882	2,111,000.00 ISK	0.01 ISK	613,299.11 ISK	1,502,000.00 ISK	376	14	2,111,000.00 ISK	2,644,264.15 ISK	3,100,000.00 ISK	2,347,000.00 ISK	176,327.64 ISK	2,618,500.00 ISK	318	26	2,361,006.29 ISK
650	1574098.039	1,616,000.00 ISK	0.01 ISK	646,597.48 ISK	1,584,000.00 ISK	95	10	1,616,000.00 ISK	2,084,955.46 ISK	2,660,000.00 ISK	1,946,000.00 ISK	143,791.37 ISK	2,101,000.00 ISK	943	21	1,946,915.16 ISK
651	337181.8182	1,638,000.00 ISK	0.01 ISK	891,946.30 ISK	207,100.00 ISK	32	5	1,638,000.00 ISK	2,802,697.92 ISK	3,281,000.00 ISK	2,313,000.00 ISK	290,612.60 ISK	2,860,500.00 ISK	288	36	2,315,472.22 ISK
652	1204612.5	1,625,000.00 ISK	0.01 ISK	768,776.17 ISK	1,610,000.00 ISK	40	6	1,625,000.00 ISK	2,383,164.95 ISK	200,000,000.00 ISK	1,994,000.00 ISK	41,202,921.63 ISK	2,342,000.00 ISK	97	23	1,994,587.63 ISK
653	1705860.465	1,825,000.00 ISK	0.01 ISK	590,795.04 ISK	1,765,000.00 ISK	105	13	1,824,465.12 ISK	2,472,000.00 ISK	2,913,000.00 ISK	2,098,000.00 ISK	236,426.54 ISK	2,437,000.00 ISK	107	10	2,099,252.34 ISK
654	1746968.652	2,043,000.00 ISK	0.01 ISK	727,224.72 ISK	1,756,500.00 ISK	388	20	2,041,501.57 ISK	2,534,865.83 ISK	2,850,000,000.00 ISK	2,419,000.00 ISK	511,389,959.24 ISK	2,715,000.00 ISK	559	31	2,430,134.17 ISK
655	2211905	2,339,000.00 ISK	0.01 ISK	627,924.35 ISK	2,160,000.00 ISK	758	25	2,339,000.00 ISK	3,109,371.97 ISK	449,000,000.00 ISK	2,744,000.00 ISK	67,224,122.83 ISK	2,889,500.00 ISK	578	44	2,746,366.78 ISK
656	1530040.741	2,276,000.00 ISK	0.01 ISK	799,306.96 ISK	1,435,500.00 ISK	110	14	2,276,000.00 ISK	3,084,486.25 ISK	349,000,000.00 ISK	2,838,000.00 ISK	62,136,763.73 ISK	2,907,000.00 ISK	691	31	2,840,018.81 ISK
657	1219736.765	2,169,000.00 ISK	0.01 ISK	861,874.32 ISK	1,833,000.00 ISK	326	19	2,169,000.00 ISK	4,972,471.15 ISK	2,334,000,000.00 ISK	2,773,000.00 ISK	601,450,351.96 ISK	2,983,000.00 ISK	104	15	2,773,000.00 ISK
671	1063500	1,063,500.00 ISK	1,063,500.00 ISK	0.01 ISK	1,063,500.00 ISK	1	1	1,063,500.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
672	8956.466432	12,603.41 ISK	1,633.60 ISK	4,063.71 ISK	5,043.83 ISK	28891	20	12,603.41 ISK	244,177.44 ISK	865,381.65 ISK	19,135.01 ISK	163,677.12 ISK	25,336.30 ISK	10836	40	19,144.32 ISK
683	86833.33333	86,833.33 ISK	86,833.33 ISK	0.00 ISK	86,833.33 ISK	1	1	86,833.33 ISK	2,550,000.00 ISK	2,550,000.00 ISK	2,550,000.00 ISK	0.01 ISK	2,550,000.00 ISK	21	2	2,550,000.00 ISK
684	88901.66667	128,440.00 ISK	85,266.67 ISK	21,572.24 ISK	85,310.00 ISK	13	5	128,440.00 ISK	2,150,000.00 ISK	2,150,000.00 ISK	2,150,000.00 ISK	0.01 ISK	2,150,000.00 ISK	3	2	2,150,000.00 ISK
685	50147.22222	50,156.67 ISK	50,083.33 ISK	40.56 ISK	50,150.00 ISK	13	4	50,156.67 ISK	2,350,000.00 ISK	2,350,000.00 ISK	2,350,000.00 ISK	0.01 ISK	2,350,000.00 ISK	3	2	2,350,000.00 ISK
686	54604666.67	55,196,666.67 ISK	54,396,666.67 ISK	364,579.92 ISK	54,516,666.67 ISK	6	5	55,196,666.67 ISK	80,500,000.00 ISK	80,500,000.00 ISK	80,500,000.00 ISK	0.01 ISK	80,500,000.00 ISK	42	2	80,500,000.00 ISK
687	50897222.22	52,523,333.33 ISK	16,856,672.00 ISK	11,396,289.91 ISK	50,730,000.00 ISK	13	10	52,523,333.33 ISK	82,500,000.00 ISK	82,500,000.00 ISK	82,500,000.00 ISK	0.01 ISK	82,500,000.00 ISK	42	2	82,500,000.00 ISK
688	642783333.3	643,133,333.33 ISK	158,866,666.67 ISK	258,413,999.99 ISK	642,200,000.00 ISK	5	8	643,133,333.33 ISK	1,135,000,000.00 ISK	1,135,000,000.00 ISK	1,135,000,000.00 ISK	0.01 ISK	1,135,000,000.00 ISK	42	2	1,135,000,000.00 ISK
689	73863.33333	100,200.00 ISK	21,190.00 ISK	55,868.51 ISK	60,695.00 ISK	4	3	100,200.00 ISK	2,902,982.76 ISK	2,940,000.00 ISK	2,897,000.00 ISK	24,269.32 ISK	2,899,000.00 ISK	58	3	2,897,000.00 ISK
690	505490.9091	507,300.00 ISK	503,900.00 ISK	1,550.00 ISK	505,050.00 ISK	12	5	507,300.00 ISK	4,982,666.67 ISK	5,000,000.00 ISK	4,974,000.00 ISK	18,384.78 ISK	4,987,000.00 ISK	3	2	4,974,000.00 ISK
691	526266.6667	526,400.00 ISK	526,000.00 ISK	282.84 ISK	526,200.00 ISK	4	3	526,400.00 ISK	4,451,000.00 ISK	4,451,000.00 ISK	4,451,000.00 ISK	0.01 ISK	4,451,000.00 ISK	5	1	4,451,000.00 ISK
692	49571714.29	71,250,000.00 ISK	3,201,000.00 ISK	26,606,383.45 ISK	66,275,000.00 ISK	8	7	71,250,000.00 ISK	87,093,333.33 ISK	87,100,000.00 ISK	87,080,000.00 ISK	14,142.14 ISK	87,090,000.00 ISK	3	2	87,080,000.00 ISK
693	557233333.3	558,700,000.00 ISK	0.01 ISK	305,210,264.70 ISK	556,300,000.00 ISK	4	6	558,700,000.00 ISK	1,455,000,000.00 ISK	1,455,000,000.00 ISK	1,455,000,000.00 ISK	0.01 ISK	1,455,000,000.00 ISK	1	1	1,455,000,000.00 ISK
785	9724.745098	9,725.06 ISK	9,723.18 ISK	1.33 ISK	9,724.12 ISK	51	3	9,725.06 ISK	348,287.06 ISK	428,983.53 ISK	92,720.00 ISK	173,477.15 ISK	334,865.88 ISK	34	4	92,720.00 ISK
786	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	597,142.86 ISK	865,714.29 ISK	60,000.00 ISK	569,726.04 ISK	462,857.14 ISK	7	3	60,000.00 ISK
788	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	4,322,230.77 ISK	4,500,000.00 ISK	4,299,000.00 ISK	100,500.41 ISK	4,400,000.00 ISK	13	3	4,299,000.00 ISK
790	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	999,960.00 ISK	999,960.00 ISK	999,960.00 ISK	0.01 ISK	999,960.00 ISK	1056	2	999,960.00 ISK
803	601566.6667	601,566.67 ISK	601,566.67 ISK	0.01 ISK	601,566.67 ISK	3	2	601,566.67 ISK	5,000,000.00 ISK	5,000,000.00 ISK	5,000,000.00 ISK	0.01 ISK	5,000,000.00 ISK	12	2	5,000,000.00 ISK
804	35129.30556	35,130.00 ISK	35,126.67 ISK	2.36 ISK	35,128.33 ISK	28	3	35,130.00 ISK	3,000,000.00 ISK	3,000,000.00 ISK	3,000,000.00 ISK	0.01 ISK	3,000,000.00 ISK	12	2	3,000,000.00 ISK
805	1400.333333	1,400.33 ISK	1,400.33 ISK	0.00 ISK	1,400.33 ISK	5	1	1,400.33 ISK	4,000,000.00 ISK	4,000,000.00 ISK	4,000,000.00 ISK	0.01 ISK	4,000,000.00 ISK	12	2	4,000,000.00 ISK
806	867	867.00 ISK	867.00 ISK	0.00 ISK	867.00 ISK	19	1	867.00 ISK	2,500,000.00 ISK	2,500,000.00 ISK	2,500,000.00 ISK	0.01 ISK	2,500,000.00 ISK	12	2	2,500,000.00 ISK
807	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	702,272.73 ISK	734,090.91 ISK	700,000.00 ISK	24,105.92 ISK	717,045.45 ISK	22	3	700,000.00 ISK
808	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	900,000.00 ISK	900,000.00 ISK	900,000.00 ISK	0.01 ISK	900,000.00 ISK	21	2	900,000.00 ISK
809	12874.44444	13,540.00 ISK	6,886.67 ISK	3,839.38 ISK	13,533.33 ISK	90	3	13,540.00 ISK	800,000.00 ISK	800,000.00 ISK	800,000.00 ISK	0.01 ISK	800,000.00 ISK	21	2	800,000.00 ISK
810	36035.07937	176,670.00 ISK	28,003.33 ISK	85,261.26 ISK	30,003.33 ISK	38	4	169,685.87 ISK	750,000.00 ISK	750,000.00 ISK	750,000.00 ISK	0.01 ISK	750,000.00 ISK	21	2	750,000.00 ISK
811	6982.110032	8,093.33 ISK	2,000.00 ISK	3,124.05 ISK	8,016.67 ISK	103	6	8,093.33 ISK	150,000.00 ISK	150,000.00 ISK	150,000.00 ISK	0.01 ISK	150,000.00 ISK	3	2	150,000.00 ISK
812	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	160,000.00 ISK	160,000.00 ISK	160,000.00 ISK	0.01 ISK	160,000.00 ISK	3	2	160,000.00 ISK
813	1192.666667	1,192.67 ISK	1,192.67 ISK	0.01 ISK	1,192.67 ISK	17	2	1,192.67 ISK	180,000.00 ISK	180,000.00 ISK	180,000.00 ISK	0.01 ISK	180,000.00 ISK	3	2	180,000.00 ISK
814	8888.888889	8,888.89 ISK	8,888.89 ISK	0.01 ISK	8,888.89 ISK	5	1	8,888.89 ISK	140,000.00 ISK	140,000.00 ISK	140,000.00 ISK	0.01 ISK	140,000.00 ISK	9	2	140,000.00 ISK
819	2500	2,500.00 ISK	2,500.00 ISK	0.01 ISK	2,500.00 ISK	50	1	2,500.00 ISK	43,937.21 ISK	210,000.00 ISK	39,980.00 ISK	98,158.21 ISK	39,990.00 ISK	43	3	39,980.00 ISK
820	5667.777778	11,010.00 ISK	5,000.00 ISK	4,249.71 ISK	8,005.00 ISK	9	2	11,010.00 ISK	118,018.02 ISK	120,000.00 ISK	100,000.00 ISK	14,142.14 ISK	110,000.00 ISK	111	2	100,000.00 ISK
821	1203	1,203.00 ISK	1,203.00 ISK	0.01 ISK	1,203.00 ISK	1	1	1,203.00 ISK	207,007.58 ISK	324,000.00 ISK	175,000.00 ISK	84,618.75 ISK	180,000.00 ISK	132	3	175,000.00 ISK
822	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,177,955.22 ISK	1,178,000.00 ISK	1,175,000.00 ISK	2,121.32 ISK	1,176,500.00 ISK	67	2	1,177,104.48 ISK
823	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,210,000.00 ISK	1,210,000.00 ISK	1,210,000.00 ISK	0.01 ISK	1,210,000.00 ISK	60	1	1,210,000.00 ISK
824	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,258,823.53 ISK	1,260,000.00 ISK	1,250,000.00 ISK	7,071.07 ISK	1,255,000.00 ISK	17	2	1,250,000.00 ISK
825	2466.101695	10,000.00 ISK	1,110.00 ISK	6,286.18 ISK	5,555.00 ISK	59	2	10,000.00 ISK	697,147.17 ISK	700,000.00 ISK	649,000.00 ISK	29,188.53 ISK	649,900.00 ISK	53	3	649,560.38 ISK
826	1005	1,005.00 ISK	1,005.00 ISK	0.01 ISK	1,005.00 ISK	61	3	1,005.00 ISK	1,923,437.50 ISK	1,950,000.00 ISK	1,875,000.00 ISK	32,274.86 ISK	1,912,500.00 ISK	80	4	1,887,500.00 ISK
827	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	49	1	1,000.00 ISK	2,305,600.00 ISK	2,313,000.00 ISK	2,275,000.00 ISK	19,218.05 ISK	2,299,000.00 ISK	40	3	2,275,000.00 ISK
828	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	1	1	1,000.00 ISK	2,628,000.00 ISK	2,628,000.00 ISK	2,628,000.00 ISK	0.01 ISK	2,628,000.00 ISK	47	1	2,628,000.00 ISK
829	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	3,126,888.89 ISK	3,150,000.00 ISK	3,124,000.00 ISK	18,384.78 ISK	3,137,000.00 ISK	9	2	3,124,000.00 ISK
830	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	6,765,954.55 ISK	7,299,000.00 ISK	6,696,000.00 ISK	296,869.22 ISK	6,710,500.00 ISK	22	4	6,696,000.00 ISK
831	1107000	1,108,000.00 ISK	1,106,000.00 ISK	1,414.21 ISK	1,107,000.00 ISK	2	2	1,108,000.00 ISK	10,520,000.00 ISK	10,520,000.00 ISK	10,520,000.00 ISK	0.01 ISK	10,520,000.00 ISK	3	1	10,520,000.00 ISK
832	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	13,577,500.00 ISK	13,650,000.00 ISK	13,540,000.00 ISK	60,827.63 ISK	13,550,000.00 ISK	12	3	13,540,000.00 ISK
833	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	24,628,000.00 ISK	24,970,000.00 ISK	24,540,000.00 ISK	245,424.80 ISK	24,550,000.00 ISK	5	3	24,540,000.00 ISK
834	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	3	1	5,000.00 ISK	40,813.25 ISK	200,000.00 ISK	35,000.00 ISK	93,852.72 ISK	40,000.00 ISK	166	3	36,987.95 ISK
835	7812.5	50,000.00 ISK	5,000.00 ISK	31,819.81 ISK	27,500.00 ISK	16	2	50,000.00 ISK	120,000.00 ISK	120,000.00 ISK	120,000.00 ISK	0.01 ISK	120,000.00 ISK	74	1	120,000.00 ISK
836	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	11	2	5,000.00 ISK	180,000.00 ISK	180,000.00 ISK	180,000.00 ISK	0.01 ISK	180,000.00 ISK	66	1	180,000.00 ISK
837	1005	1,005.00 ISK	1,005.00 ISK	0.01 ISK	1,005.00 ISK	1	1	1,005.00 ISK	1,473,744.83 ISK	10,770,000.00 ISK	878,000.00 ISK	4,497,601.06 ISK	1,176,000.00 ISK	145	8	878,000.00 ISK
838	1007	1,007.00 ISK	1,007.00 ISK	0.01 ISK	1,007.00 ISK	1	1	1,007.00 ISK	1,670,474.58 ISK	10,900,000.00 ISK	1,209,000.00 ISK	5,105,373.02 ISK	5,104,500.00 ISK	59	4	1,209,661.02 ISK
839	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	5	1	0.00 ISK	1,216,875.00 ISK	1,220,000.00 ISK	1,200,000.00 ISK	14,142.14 ISK	1,210,000.00 ISK	32	2	1,200,000.00 ISK
840	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,638,200.00 ISK	1,640,000.00 ISK	1,625,000.00 ISK	10,606.60 ISK	1,632,500.00 ISK	25	2	1,625,000.00 ISK
841	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	2,000,000.00 ISK	2,000,000.00 ISK	2,000,000.00 ISK	0.01 ISK	2,000,000.00 ISK	34	1	2,000,000.00 ISK
842	1006	1,006.00 ISK	1,006.00 ISK	0.01 ISK	1,006.00 ISK	1	1	1,006.00 ISK	2,312,903.23 ISK	2,313,000.00 ISK	2,312,000.00 ISK	707.11 ISK	2,312,500.00 ISK	93	2	2,312,000.00 ISK
843	1000000	1,000,000.00 ISK	1,005.00 ISK	706,396.14 ISK	500,502.50 ISK	1	2	1,000,000.00 ISK	4,877,584.91 ISK	8,000,000.00 ISK	2,628,000.00 ISK	2,692,110.94 ISK	5,000,000.00 ISK	53	3	2,628,000.00 ISK
844	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	3,063,739.13 ISK	3,154,000.00 ISK	2,950,000.00 ISK	111,498.88 ISK	2,974,000.00 ISK	23	3	2,950,000.00 ISK
845	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	3	1	0.00 ISK	7,286,600.00 ISK	7,360,000.00 ISK	7,100,000.00 ISK	143,931.70 ISK	7,123,000.00 ISK	30	3	7,100,000.00 ISK
846	1004	1,004.00 ISK	1,004.00 ISK	0.01 ISK	1,004.00 ISK	1	1	1,004.00 ISK	10,515,000.00 ISK	10,520,000.00 ISK	10,510,000.00 ISK	7,071.07 ISK	10,515,000.00 ISK	8	2	10,510,000.00 ISK
847	1005	1,005.00 ISK	1,005.00 ISK	0.01 ISK	1,005.00 ISK	1	1	1,005.00 ISK	19,000,000.00 ISK	19,000,000.00 ISK	19,000,000.00 ISK	0.01 ISK	19,000,000.00 ISK	5	1	19,000,000.00 ISK
848	2005000	2,005,000.00 ISK	2,005,000.00 ISK	0.01 ISK	2,005,000.00 ISK	5	3	2,005,000.00 ISK	16,716,666.67 ISK	16,820,000.00 ISK	16,610,000.00 ISK	118,462.37 ISK	16,620,000.00 ISK	6	3	16,610,000.00 ISK
879	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	1	1	1,000.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
880	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	97	1	0.00 ISK	500,000.00 ISK	500,000.00 ISK	500,000.00 ISK	0.01 ISK	500,000.00 ISK	11	1	500,000.00 ISK
881	0.5	0.50 ISK	0.50 ISK	0.01 ISK	0.50 ISK	97	1	0.50 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
882	500	500.00 ISK	500.00 ISK	0.01 ISK	500.00 ISK	81	1	500.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
883	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	250,000.00 ISK	250,000.00 ISK	250,000.00 ISK	0.01 ISK	250,000.00 ISK	9	1	250,000.00 ISK
884	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
885	1011.826087	1,012.00 ISK	1,010.00 ISK	1.41 ISK	1,011.00 ISK	92	2	1,012.00 ISK	825,000.00 ISK	825,000.00 ISK	825,000.00 ISK	0.01 ISK	825,000.00 ISK	5	1	825,000.00 ISK
886	50	50.00 ISK	50.00 ISK	0.01 ISK	50.00 ISK	98	1	50.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
887	0.505	0.51 ISK	0.51 ISK	0.01 ISK	0.51 ISK	18	1	0.51 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
888	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	1,298,161.76 ISK	1,300,000.00 ISK	1,275,000.00 ISK	17,677.67 ISK	1,287,500.00 ISK	68	2	1,275,000.00 ISK
889	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	271,038.46 ISK	299,900.00 ISK	250,000.00 ISK	24,900.13 ISK	299,750.00 ISK	26	4	250,000.00 ISK
890	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	8	1	0.00 ISK	2,433,888.89 ISK	2,445,000.00 ISK	2,425,000.00 ISK	14,142.14 ISK	2,435,000.00 ISK	9	2	2,425,000.00 ISK
891	50	50.00 ISK	50.00 ISK	0.01 ISK	50.00 ISK	16	1	50.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
892	600.1	600.10 ISK	600.10 ISK	0.01 ISK	600.10 ISK	4	1	600.10 ISK	1,602,175.18 ISK	1,749,000.00 ISK	1,600,000.00 ISK	105,358.91 ISK	1,674,500.00 ISK	137	2	1,600,000.00 ISK
893	10988.57143	11,000.00 ISK	10,980.00 ISK	14.14 ISK	10,990.00 ISK	14	2	11,000.00 ISK	724,900.00 ISK	724,900.00 ISK	724,900.00 ISK	0.01 ISK	724,900.00 ISK	2	1	724,900.00 ISK
894	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	5,691,842.86 ISK	9,899,000.00 ISK	888,900.00 ISK	3,998,952.10 ISK	5,111,000.00 ISK	21	4	888,900.00 ISK
895	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	7	1	1,000.00 ISK	966,288.66 ISK	1,000,000.00 ISK	950,000.00 ISK	26,457.51 ISK	960,000.00 ISK	97	3	953,814.43 ISK
896	2000	2,000.00 ISK	2,000.00 ISK	0.01 ISK	2,000.00 ISK	4	1	2,000.00 ISK	1,698,507.46 ISK	1,700,000.00 ISK	1,675,000.00 ISK	17,677.67 ISK	1,687,500.00 ISK	67	2	1,675,000.00 ISK
897	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	1	1	5,000.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
898	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	7	1	5,000.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
